,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.006617689132690429,0.0004201721611444899,0.0026685714721679686,0.0003185098537689748,0.1,balanced,1,"{'C': 0.1, 'class_weight': 'balanced', 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,68
1,0.004899501800537109,0.0006597726973842596,0.0023922443389892576,0.0001705640182824628,0.1,balanced,0.1,"{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,68
2,0.004966926574707031,0.0009118986413884761,0.0023351192474365236,0.00022849753024613308,0.1,balanced,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.01}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,68
3,0.004454803466796875,0.0006670431767137498,0.0024323463439941406,0.0001172711169054151,0.1,balanced,0.001,"{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.001}",0.6923076923076923,0.676923076923077,0.5230769230769231,0.5625,0.625,0.6159615384615384,0.06498065255982421,56
4,0.005759096145629883,0.001497813930363731,0.0032420635223388674,0.0016101799666965002,0.1,balanced,0.0001,"{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.0001}",0.7384615384615385,0.7692307692307693,0.6153846153846154,0.5625,0.609375,0.6589903846153846,0.08017749125253483,12
5,0.006316232681274414,0.0003383170693065599,0.002486896514892578,0.00023091788486596292,0.1,,1,"{'C': 0.1, 'class_weight': None, 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
6,0.0051539897918701175,0.0006486292595096221,0.002211189270019531,0.00014343992491124466,0.1,,0.1,"{'C': 0.1, 'class_weight': None, 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
7,0.005446767807006836,0.0009648940943334366,0.0021843910217285156,0.00015536639591885672,0.1,,0.01,"{'C': 0.1, 'class_weight': None, 'gamma': 0.01}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
8,0.003778553009033203,0.00019933313786305224,0.0018531322479248048,8.245417621006873e-05,0.1,,0.001,"{'C': 0.1, 'class_weight': None, 'gamma': 0.001}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
9,0.004565095901489258,0.0007425511581777819,0.002555179595947266,0.0004009497203231774,0.1,,0.0001,"{'C': 0.1, 'class_weight': None, 'gamma': 0.0001}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
10,0.006699466705322265,0.0007258602577721509,0.0030128002166748048,7.633664009428856e-05,0.5,balanced,1,"{'C': 0.5, 'class_weight': 'balanced', 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
11,0.0049344062805175785,0.0001699791444279137,0.002767658233642578,6.21724344037658e-05,0.5,balanced,0.1,"{'C': 0.5, 'class_weight': 'balanced', 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
12,0.004617738723754883,9.093715925544312e-05,0.0026597023010253907,0.00012498797887060305,0.5,balanced,0.01,"{'C': 0.5, 'class_weight': 'balanced', 'gamma': 0.01}",0.6615384615384615,0.5076923076923077,0.5076923076923077,0.578125,0.546875,0.5603846153846154,0.05706538377289624,67
13,0.004901695251464844,0.00046990685602083307,0.00236968994140625,0.00016643586902906745,0.5,balanced,0.001,"{'C': 0.5, 'class_weight': 'balanced', 'gamma': 0.001}",0.6923076923076923,0.6923076923076923,0.5846153846153846,0.546875,0.671875,0.6375961538461539,0.06033081109807391,47
14,0.004377889633178711,0.0003483652120105852,0.002436971664428711,0.0001422256333411362,0.5,balanced,0.0001,"{'C': 0.5, 'class_weight': 'balanced', 'gamma': 0.0001}",0.6923076923076923,0.676923076923077,0.5538461538461539,0.578125,0.65625,0.6314903846153846,0.05523115759452058,51
15,0.006906557083129883,0.00048533608001403755,0.0028905868530273438,0.00035382361409490396,0.5,,1,"{'C': 0.5, 'class_weight': None, 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
16,0.00509490966796875,0.0004556134157343917,0.002745246887207031,0.00020534617825741013,0.5,,0.1,"{'C': 0.5, 'class_weight': None, 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
17,0.0052910327911376955,0.0009639399126779437,0.0025130271911621093,0.00015257377857277464,0.5,,0.01,"{'C': 0.5, 'class_weight': None, 'gamma': 0.01}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
18,0.0045932292938232425,0.0007938398500281642,0.0022853851318359376,0.0001636009874965706,0.5,,0.001,"{'C': 0.5, 'class_weight': None, 'gamma': 0.001}",0.6923076923076923,0.7076923076923077,0.6461538461538462,0.640625,0.703125,0.6779807692307692,0.02873560547803629,4
19,0.0040210247039794925,0.00028840684973960393,0.0022692203521728514,0.00011385163941163703,0.5,,0.0001,"{'C': 0.5, 'class_weight': None, 'gamma': 0.0001}",0.6615384615384615,0.6615384615384615,0.6615384615384615,0.6875,0.671875,0.6687980769230769,0.010171877201324087,9
20,0.0074863433837890625,0.0008458951010289847,0.003025245666503906,0.0002104468491927292,1,balanced,1,"{'C': 1, 'class_weight': 'balanced', 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
21,0.005181312561035156,0.00015881734273109465,0.002644920349121094,0.00018528996189236477,1,balanced,0.1,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
22,0.004746913909912109,0.00015822539025218152,0.0026330947875976562,0.00015740133853660721,1,balanced,0.01,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.01}",0.6307692307692307,0.6615384615384615,0.6,0.5625,0.59375,0.6097115384615385,0.03378600424495676,58
23,0.004667901992797851,0.0007420910175330895,0.0023620128631591797,4.534041918404476e-05,1,balanced,0.001,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.001}",0.7230769230769231,0.676923076923077,0.5846153846153846,0.546875,0.640625,0.634423076923077,0.06300744443900044,48
24,0.0045756340026855465,0.000605051220004651,0.0023720264434814453,0.00015165858102980293,1,balanced,0.0001,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.0001}",0.6923076923076923,0.676923076923077,0.5692307692307692,0.59375,0.65625,0.6376923076923078,0.047925337951353876,46
25,0.006676197052001953,0.000843735655626215,0.0029186725616455076,0.0001889994710107069,1,,1,"{'C': 1, 'class_weight': None, 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
26,0.005599355697631836,0.001004382851004316,0.002701425552368164,0.0001727136572666368,1,,0.1,"{'C': 1, 'class_weight': None, 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
27,0.005861997604370117,0.001975834344306457,0.00325164794921875,0.0010040611227128138,1,,0.01,"{'C': 1, 'class_weight': None, 'gamma': 0.01}",0.6461538461538462,0.6307692307692307,0.6,0.59375,0.65625,0.6253846153846154,0.02473117298390361,53
28,0.005051231384277344,0.0005537003966480627,0.0024562835693359374,0.00010182796945661954,1,,0.001,"{'C': 1, 'class_weight': None, 'gamma': 0.001}",0.7076923076923077,0.676923076923077,0.6615384615384615,0.609375,0.703125,0.6717307692307692,0.03549060474474801,8
29,0.0043981075286865234,0.0004135692818356428,0.002488374710083008,0.0002025542846474646,1,,0.0001,"{'C': 1, 'class_weight': None, 'gamma': 0.0001}",0.676923076923077,0.676923076923077,0.6923076923076923,0.6875,0.71875,0.6904807692307692,0.015355742136674701,1
30,0.007704734802246094,0.0003898721325519497,0.0031145095825195314,0.00013871998565190201,10,balanced,1,"{'C': 10, 'class_weight': 'balanced', 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
31,0.00601663589477539,0.0006945323434038987,0.00293426513671875,9.82312785363047e-05,10,balanced,0.1,"{'C': 10, 'class_weight': 'balanced', 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
32,0.0058978557586669925,0.0010462011176202172,0.002855396270751953,0.0001004118293931046,10,balanced,0.01,"{'C': 10, 'class_weight': 'balanced', 'gamma': 0.01}",0.6461538461538462,0.6307692307692307,0.5384615384615384,0.59375,0.59375,0.600576923076923,0.037256854736438395,59
33,0.006313037872314453,0.001518940920920262,0.002762031555175781,0.0004949116364520765,10,balanced,0.001,"{'C': 10, 'class_weight': 'balanced', 'gamma': 0.001}",0.6615384615384615,0.6923076923076923,0.6,0.640625,0.640625,0.6470192307692308,0.030180898750837154,44
34,0.005030202865600586,0.00041924263255149367,0.0025258541107177736,6.781932044792238e-05,10,balanced,0.0001,"{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001}",0.6923076923076923,0.6461538461538462,0.5692307692307692,0.59375,0.640625,0.6284134615384616,0.043012701096551725,52
35,0.007143211364746094,0.0003087444709522677,0.0030893802642822264,0.00014745154263535968,10,,1,"{'C': 10, 'class_weight': None, 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
36,0.005713367462158203,0.00023865076203636337,0.0026873111724853515,0.00017047062453163074,10,,0.1,"{'C': 10, 'class_weight': None, 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
37,0.00592961311340332,0.0009465998706247907,0.002230930328369141,0.00024590462197697244,10,,0.01,"{'C': 10, 'class_weight': None, 'gamma': 0.01}",0.6461538461538462,0.6307692307692307,0.5384615384615384,0.59375,0.59375,0.600576923076923,0.037256854736438395,59
38,0.005225086212158203,0.0002987501282182882,0.0022396564483642576,0.00023891789602780832,10,,0.001,"{'C': 10, 'class_weight': None, 'gamma': 0.001}",0.7384615384615385,0.6923076923076923,0.5538461538461539,0.65625,0.671875,0.6625480769230769,0.060977460915037855,10
39,0.004615592956542969,0.0002967384262553974,0.0023040294647216795,0.00014007747107240033,10,,0.0001,"{'C': 10, 'class_weight': None, 'gamma': 0.0001}",0.7076923076923077,0.6615384615384615,0.6923076923076923,0.609375,0.71875,0.6779326923076923,0.03931222689484727,5
40,0.007665491104125977,0.0007867594860402131,0.003013896942138672,0.00014448161172393934,50,balanced,1,"{'C': 50, 'class_weight': 'balanced', 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
41,0.006462907791137696,0.0010283280111462066,0.002649068832397461,5.238550468428266e-05,50,balanced,0.1,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
42,0.005738258361816406,0.001024494538404688,0.002532672882080078,7.875054812525889e-05,50,balanced,0.01,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01}",0.6461538461538462,0.6307692307692307,0.5384615384615384,0.59375,0.59375,0.600576923076923,0.037256854736438395,59
43,0.006756401062011719,0.0007430401307664824,0.0020751953125,5.548077690558995e-05,50,balanced,0.001,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.001}",0.7076923076923077,0.6615384615384615,0.5230769230769231,0.671875,0.59375,0.6315865384615384,0.06560229601624892,49
44,0.0052662849426269535,0.00045258610464054253,0.0021678447723388673,0.00010183310504234503,50,balanced,0.0001,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.0001}",0.7384615384615385,0.6307692307692307,0.6461538461538462,0.6875,0.6875,0.678076923076923,0.037632409235286435,3
45,0.006868410110473633,0.0008872964314494507,0.002806854248046875,0.00011389416980377575,50,,1,"{'C': 50, 'class_weight': None, 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
46,0.005995273590087891,0.0008973733645146413,0.002589893341064453,7.712395506288541e-05,50,,0.1,"{'C': 50, 'class_weight': None, 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
47,0.006123256683349609,0.0008473065084833007,0.002353048324584961,0.00012176171052386079,50,,0.01,"{'C': 50, 'class_weight': None, 'gamma': 0.01}",0.6461538461538462,0.6307692307692307,0.5384615384615384,0.59375,0.59375,0.600576923076923,0.037256854736438395,59
48,0.007083892822265625,0.0005366178223792341,0.0020784854888916014,8.22266103235109e-05,50,,0.001,"{'C': 50, 'class_weight': None, 'gamma': 0.001}",0.7230769230769231,0.6615384615384615,0.5538461538461539,0.6875,0.578125,0.6408173076923077,0.0646058686903192,45
49,0.004878425598144531,0.0007788864679261666,0.0020664215087890627,0.00010352258800112464,50,,0.0001,"{'C': 50, 'class_weight': None, 'gamma': 0.0001}",0.7538461538461538,0.676923076923077,0.6461538461538462,0.578125,0.71875,0.6747596153846154,0.06058226472175308,7
50,0.006777143478393555,0.000496901421067756,0.0027058601379394533,0.000247490676770683,100,balanced,1,"{'C': 100, 'class_weight': 'balanced', 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
51,0.005283164978027344,0.00016713753905380488,0.0026264190673828125,0.0002532532829175443,100,balanced,0.1,"{'C': 100, 'class_weight': 'balanced', 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
52,0.0051842212677001955,0.0010571674057789201,0.002561521530151367,0.0002752843068457126,100,balanced,0.01,"{'C': 100, 'class_weight': 'balanced', 'gamma': 0.01}",0.6461538461538462,0.6307692307692307,0.5384615384615384,0.59375,0.59375,0.600576923076923,0.037256854736438395,59
53,0.00826730728149414,0.0011258737098295691,0.002183389663696289,0.00018182035320099627,100,balanced,0.001,"{'C': 100, 'class_weight': 'balanced', 'gamma': 0.001}",0.676923076923077,0.6461538461538462,0.5692307692307692,0.59375,0.5625,0.6097115384615386,0.04464935709231879,57
54,0.005929708480834961,0.0006874544954383002,0.0021759510040283204,6.432365361561034e-05,100,balanced,0.0001,"{'C': 100, 'class_weight': 'balanced', 'gamma': 0.0001}",0.7076923076923077,0.6307692307692307,0.6461538461538462,0.703125,0.6875,0.6750480769230769,0.030998395406076743,6
55,0.006634330749511719,0.0007299289304672645,0.003001499176025391,0.00019700020368432916,100,,1,"{'C': 100, 'class_weight': None, 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
56,0.005240726470947266,0.0006741657470259636,0.0026276111602783203,0.00013885355584493207,100,,0.1,"{'C': 100, 'class_weight': None, 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
57,0.0054168224334716795,0.0007480301879352645,0.002513599395751953,0.00011125780960534501,100,,0.01,"{'C': 100, 'class_weight': None, 'gamma': 0.01}",0.6461538461538462,0.6307692307692307,0.5384615384615384,0.59375,0.59375,0.600576923076923,0.037256854736438395,59
58,0.007741212844848633,0.0009210251353569773,0.0021286964416503905,0.00014409491897326963,100,,0.001,"{'C': 100, 'class_weight': None, 'gamma': 0.001}",0.7076923076923077,0.6,0.6153846153846154,0.625,0.546875,0.6189903846153847,0.05191996073270095,55
59,0.005152702331542969,0.000597779805363362,0.002075672149658203,9.655958340489984e-05,100,,0.0001,"{'C': 100, 'class_weight': None, 'gamma': 0.0001}",0.7230769230769231,0.676923076923077,0.676923076923077,0.625,0.734375,0.6872596153846153,0.0389684148005921,2
60,0.006829309463500977,0.0007409187368621363,0.0028928279876708984,0.00013461034431998608,1000,balanced,1,"{'C': 1000, 'class_weight': 'balanced', 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
61,0.005852270126342774,0.0006376122413990976,0.0027894020080566407,0.0002514529489422633,1000,balanced,0.1,"{'C': 1000, 'class_weight': 'balanced', 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
62,0.005487489700317383,0.0009134995011727948,0.0024595260620117188,0.00020424906532888975,1000,balanced,0.01,"{'C': 1000, 'class_weight': 'balanced', 'gamma': 0.01}",0.6461538461538462,0.6307692307692307,0.5384615384615384,0.59375,0.59375,0.600576923076923,0.037256854736438395,59
63,0.012767601013183593,0.0015815296951410744,0.0020896434783935548,0.00014629544303011903,1000,balanced,0.001,"{'C': 1000, 'class_weight': 'balanced', 'gamma': 0.001}",0.7076923076923077,0.5538461538461539,0.6153846153846154,0.65625,0.578125,0.6222596153846154,0.05500840441435307,54
64,0.017351961135864256,0.0028086495534173773,0.0023269176483154295,0.00014369718583960337,1000,balanced,0.0001,"{'C': 1000, 'class_weight': 'balanced', 'gamma': 0.0001}",0.6615384615384615,0.7076923076923077,0.5692307692307692,0.640625,0.65625,0.6470673076923077,0.04487573242796987,43
65,0.006620931625366211,0.0008014030256668249,0.002927350997924805,9.667753143597656e-05,1000,,1,"{'C': 1000, 'class_weight': None, 'gamma': 1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
66,0.005438756942749023,0.0009167334241754854,0.002592325210571289,8.465598827626029e-05,1000,,0.1,"{'C': 1000, 'class_weight': None, 'gamma': 0.1}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.65625,0.65625,0.6563461538461539,0.005618215829996726,13
67,0.005652856826782226,0.0010164363631138594,0.002699470520019531,0.00018309842781596378,1000,,0.01,"{'C': 1000, 'class_weight': None, 'gamma': 0.01}",0.6461538461538462,0.6307692307692307,0.5384615384615384,0.59375,0.59375,0.600576923076923,0.037256854736438395,59
68,0.011830615997314452,0.0010927568280654399,0.0021351337432861327,0.00021328316839101745,1000,,0.001,"{'C': 1000, 'class_weight': None, 'gamma': 0.001}",0.7384615384615385,0.5538461538461539,0.6153846153846154,0.65625,0.59375,0.6315384615384616,0.06287799894620766,50
69,0.015887928009033204,0.00182706271319038,0.0020259857177734376,6.483382840465669e-05,1000,,0.0001,"{'C': 1000, 'class_weight': None, 'gamma': 0.0001}",0.7076923076923077,0.6923076923076923,0.5538461538461539,0.640625,0.703125,0.6595192307692308,0.05800169446361793,11
